filename,x,y,w,h,label
CV19_label_renamed_93.json,879,769,46,53,0
CV19_label_renamed_93.json,936,786,61,54,0
CV19_label_renamed_93.json,894,846,52,43,0
CV19_label_renamed_94.json,603,168,46,45,0
CV19_label_renamed_94.json,1108,213,32,35,0
CV19_label_renamed_94.json,790,615,43,48,0
CV19_label_renamed_94.json,555,648,137,122,2
CV19_label_renamed_94.json,1085,628,187,68,1
CV19_label_renamed_94.json,1129,798,118,170,1
CV19_label_renamed_94.json,1011,848,131,109,2
CV19_label_renamed_95.json,836,906,46,40,0
CV19_label_renamed_95.json,689,806,148,139,2
CV19_label_renamed_95.json,693,673,140,106,2
CV19_label_renamed_95.json,1157,729,127,103,2
CV19_label_renamed_95.json,549,386,117,107,2
CV19_label_renamed_95.json,1191,847,196,66,1
CV19_label_renamed_95.json,1339,675,92,166,1
CV19_label_renamed_95.json,1213,460,40,37,0
CV19_label_renamed_96.json,600,195,101,114,2
CV19_label_renamed_96.json,856,578,151,114,2
CV19_label_renamed_96.json,1103,251,33,38,0
CV19_label_renamed_96.json,1194,215,41,40,0
CV19_label_renamed_96.json,1315,866,45,44,0
CV19_label_renamed_96.json,1210,803,169,102,1
CV19_label_renamed_96.json,1231,648,173,113,1
CV19_label_renamed_96.json,1271,500,80,176,1
CV19_label_renamed_96.json,1139,451,116,128,1
CV19_label_renamed_97.json,699,151,36,43,0
CV19_label_renamed_97.json,791,144,38,41,0
CV19_label_renamed_97.json,1286,214,129,106,1
CV19_label_renamed_97.json,1200,441,180,64,1
CV19_label_renamed_97.json,1194,543,56,47,0
CV19_label_renamed_97.json,1166,580,120,141,1
CV19_label_renamed_97.json,1106,610,58,56,0
CV19_label_renamed_97.json,1059,623,42,31,0
CV19_label_renamed_97.json,995,643,137,127,2
CV19_label_renamed_97.json,865,723,112,129,2
CV19_label_renamed_98.json,611,683,102,106,2
CV19_label_renamed_98.json,719,839,48,46,0
CV19_label_renamed_98.json,754,597,90,145,1
CV19_label_renamed_98.json,836,627,83,144,1
CV19_label_renamed_98.json,919,555,48,47,0
CV19_label_renamed_98.json,882,324,93,111,2
CV19_label_renamed_98.json,1024,285,55,44,0
CV19_label_renamed_98.json,905,241,139,61,1
CV19_label_renamed_98.json,965,48,101,106,2
CV19_label_renamed_99.json,1043,172,106,98,2
CV19_label_renamed_99.json,1026,380,89,122,1
CV19_label_renamed_99.json,842,369,158,66,1
CV19_label_renamed_99.json,1002,709,56,43,0
CV19_label_renamed_99.json,894,696,139,104,1
CV19_label_renamed_99.json,766,455,114,96,2
CV19_label_renamed_99.json,1020,454,43,48,0
CV19_label_renamed_101.json,1296,617,44,52,0
CV19_label_renamed_101.json,1093,598,126,96,1
CV19_label_renamed_101.json,1055,426,45,51,0
CV19_label_renamed_101.json,976,463,54,52,0
CV19_label_renamed_101.json,850,536,54,45,0
CV19_label_renamed_101.json,781,446,100,107,2
CV19_label_renamed_101.json,668,252,89,115,2
CV19_label_renamed_101.json,955,210,135,106,1
CV19_label_renamed_101.json,1033,120,92,93,2
CV19_label_renamed_101.json,890,128,97,136,1
CV19_label_renamed_102.json,639,543,52,48,0
CV19_label_renamed_102.json,734,404,64,165,1
CV19_label_renamed_102.json,664,406,79,135,1
CV19_label_renamed_102.json,819,297,92,116,2
CV19_label_renamed_102.json,695,313,112,100,2
CV19_label_renamed_102.json,1005,66,108,101,2
CV19_label_renamed_102.json,1074,145,49,50,0
CV19_label_renamed_102.json,1065,193,151,65,1
CV19_label_renamed_102.json,1377,385,71,158,1
CV19_label_renamed_102.json,1277,591,47,50,0
CV19_label_renamed_102.json,1272,477,49,43,0
CV19_label_renamed_102.json,1270,383,109,101,2
CV19_label_renamed_103.json,1269,618,54,50,0
CV19_label_renamed_103.json,1310,580,48,45,0
CV19_label_renamed_103.json,1238,570,47,43,0
CV19_label_renamed_103.json,1169,593,91,120,2
CV19_label_renamed_103.json,866,759,72,166,1
CV19_label_renamed_103.json,714,578,138,72,1
CV19_label_renamed_103.json,829,488,111,99,2
CV19_label_renamed_103.json,915,389,106,101,2
CV19_label_renamed_103.json,1013,414,117,133,1
CV19_label_renamed_103.json,1143,419,96,114,2
CV19_label_renamed_103.json,1190,271,66,156,1
CV19_label_renamed_104.json,1087,325,84,150,1
CV19_label_renamed_104.json,1212,591,97,120,1
CV19_label_renamed_104.json,1147,521,51,53,0
CV19_label_renamed_104.json,1025,459,47,47,0
CV19_label_renamed_104.json,924,120,93,109,2
CV19_label_renamed_105.json,679,639,121,84,1
CV19_label_renamed_105.json,1100,639,38,55,0
CV19_label_renamed_105.json,1158,583,90,120,2
CV19_label_renamed_105.json,1120,364,159,86,1
CV19_label_renamed_105.json,964,196,105,109,2
CV19_label_renamed_106.json,1116,338,43,56,0
CV19_label_renamed_106.json,800,502,51,50,0
CV19_label_renamed_106.json,679,496,123,74,1
CV19_label_renamed_106.json,1120,196,98,119,2
CV19_label_renamed_106.json,1058,144,163,75,1
CV19_label_renamed_107.json,1171,678,49,47,0
CV19_label_renamed_107.json,1075,366,62,136,1
CV19_label_renamed_107.json,1030,418,47,48,0
CV19_label_renamed_107.json,694,511,151,87,1
CV19_label_renamed_107.json,710,425,139,105,1
CV19_label_renamed_107.json,1185,777,45,46,0
CV19_label_renamed_107.json,691,214,119,93,2
CV19_label_renamed_108.json,1061,541,46,52,0
CV19_label_renamed_108.json,901,340,140,104,1
CV19_label_renamed_108.json,784,392,120,94,1
CV19_label_renamed_108.json,1110,184,48,49,0
CV19_label_renamed_108.json,1051,143,45,50,0
CV19_label_renamed_108.json,780,208,150,81,1
CV19_label_renamed_108.json,473,280,109,100,2
CV19_label_renamed_109.json,556,70,134,157,2
CV19_label_renamed_109.json,600,495,69,66,0
CV19_label_renamed_109.json,779,499,236,102,1
CV19_label_renamed_109.json,1001,633,219,178,1
CV19_label_renamed_109.json,1185,453,66,61,0
CV19_label_renamed_110.json,685,818,74,61,0
CV19_label_renamed_110.json,945,885,68,66,0
CV19_label_renamed_110.json,434,443,202,101,1
CV19_label_renamed_110.json,726,186,144,205,1
CV19_label_renamed_110.json,473,257,147,179,2
CV19_label_renamed_111.json,538,841,65,73,0
CV19_label_renamed_111.json,914,667,157,134,2
CV19_label_renamed_111.json,469,302,145,155,2
CV19_label_renamed_111.json,759,449,152,155,2
CV19_label_renamed_111.json,1146,554,243,114,1
CV19_label_renamed_112.json,613,332,167,181,1
CV19_label_renamed_112.json,735,71,232,145,1
CV19_label_renamed_112.json,1040,287,151,135,2
CV19_label_renamed_113.json,423,775,190,148,2
CV19_label_renamed_113.json,628,107,68,70,0
CV19_label_renamed_113.json,1034,35,137,153,2
CV19_label_renamed_113.json,1344,21,61,62,0
CV19_label_renamed_114.json,333,918,65,69,0
CV19_label_renamed_114.json,443,917,68,62,0
CV19_label_renamed_114.json,586,22,148,132,2
CV19_label_renamed_114.json,657,576,213,81,1
CV19_label_renamed_114.json,974,175,110,200,1
CV19_label_renamed_115.json,931,317,204,181,1
CV19_label_renamed_116.json,561,538,68,63,0
CV19_label_renamed_116.json,485,835,62,70,0
CV19_label_renamed_116.json,1087,109,70,70,0
CV19_label_renamed_116.json,942,149,138,171,2
CV19_label_renamed_118.json,762,577,221,100,1
CV19_label_renamed_118.json,1147,298,199,113,1
CV19_label_renamed_118.json,674,198,162,124,2
CV19_label_renamed_119.json,476,505,199,170,1
CV19_label_renamed_119.json,354,102,131,92,1
CV19_label_renamed_119.json,248,144,143,87,1
CV19_label_renamed_119.json,1083,130,151,166,2
CV19_label_renamed_119.json,476,6,69,73,0
CV19_label_renamed_119.json,675,15,66,73,0
CV19_label_renamed_119.json,676,530,87,86,0
CV19_label_renamed_119.json,854,576,67,77,0
CV19_label_renamed_120.json,442,645,195,191,1
CV19_label_renamed_120.json,560,689,246,195,1
CV19_label_renamed_120.json,822,0,195,87,1
CV19_label_renamed_120.json,967,194,143,89,1
CV19_label_renamed_120.json,1082,169,131,97,1
CV19_label_renamed_120.json,846,262,174,154,2
CV19_label_renamed_120.json,884,562,91,75,0
CV19_label_renamed_120.json,1057,18,63,60,0
CV19_label_renamed_121.json,904,162,130,126,1
CV19_label_renamed_121.json,1336,390,132,142,2
CV19_label_renamed_121.json,1087,77,134,115,2
CV19_label_renamed_121.json,819,696,150,160,2
CV19_label_renamed_121.json,691,401,187,89,1
CV19_label_renamed_121.json,853,582,81,75,0
CV19_label_renamed_121.json,1281,517,79,67,0
CV19_label_renamed_121.json,1281,518,79,67,0
CV19_label_renamed_121.json,704,266,146,142,1
CV19_label_renamed_121.json,919,410,97,206,1
CV19_label_renamed_122.json,723,338,146,130,2
CV19_label_renamed_122.json,788,658,150,155,2
CV19_label_renamed_122.json,981,203,145,137,1
CV19_label_renamed_122.json,1082,365,87,192,1
CV19_label_renamed_122.json,825,548,58,73,0
CV19_label_renamed_122.json,999,665,84,75,0
CV19_label_renamed_122.json,1253,558,84,75,0
CV19_label_renamed_123.json,994,228,146,122,2
CV19_label_renamed_123.json,1139,390,132,125,2
CV19_label_renamed_123.json,1120,498,92,162,1
CV19_label_renamed_123.json,516,114,107,161,1
CV19_label_renamed_123.json,768,131,121,135,2
CV19_label_renamed_124.json,1320,520,134,136,2
CV19_label_renamed_124.json,1251,382,144,133,2
CV19_label_renamed_124.json,1074,235,125,146,2
CV19_label_renamed_124.json,460,503,205,87,1
CV19_label_renamed_124.json,1273,212,139,156,1
CV19_label_renamed_124.json,954,703,170,126,2
CV19_label_renamed_124.json,833,249,69,66,0
CV19_label_renamed_125.json,529,389,153,115,2
CV19_label_renamed_125.json,990,429,143,142,2
CV19_label_renamed_125.json,1102,80,107,131,2
CV19_label_renamed_125.json,806,510,138,137,2
CV19_label_renamed_125.json,812,725,140,166,2
CV19_label_renamed_125.json,1133,562,115,140,2
CV19_label_renamed_126.json,792,712,76,73,0
CV19_label_renamed_126.json,871,766,66,62,0
CV19_label_renamed_126.json,949,752,61,59,0
CV19_label_renamed_126.json,870,514,73,76,0
CV19_label_renamed_126.json,520,236,72,65,0
CV19_label_renamed_126.json,994,177,111,132,2
CV19_label_renamed_126.json,1212,291,124,141,2
CV19_label_renamed_126.json,1188,542,128,166,2
CV19_label_renamed_127.json,535,379,54,47,0
CV19_label_renamed_127.json,522,260,73,82,1
CV19_label_renamed_127.json,636,217,135,119,1
CV19_label_renamed_127.json,698,211,53,46,0
CV19_label_renamed_127.json,774,259,109,104,2
CV19_label_renamed_127.json,561,283,127,104,2
CV19_label_renamed_127.json,556,200,74,64,1
CV19_label_renamed_127.json,519,194,55,49,0
CV19_label_renamed_127.json,446,218,52,62,0
CV19_label_renamed_127.json,546,629,54,52,0
CV19_label_renamed_127.json,754,211,127,60,1
CV19_label_renamed_128.json,478,396,155,134,1
CV19_label_renamed_128.json,226,359,118,121,2
CV19_label_renamed_128.json,257,242,112,115,2
CV19_label_renamed_128.json,505,162,109,118,2
CV19_label_renamed_128.json,144,390,85,153,1
CV19_label_renamed_128.json,233,569,125,105,1
CV19_label_renamed_128.json,347,615,59,55,0
CV19_label_renamed_128.json,511,542,49,50,0
CV19_label_renamed_128.json,580,567,56,54,0
CV19_label_renamed_128.json,587,563,47,58,0
CV19_label_renamed_128.json,744,487,49,50,0
CV19_label_renamed_128.json,711,811,58,55,0
CV19_label_renamed_128.json,950,762,62,63,0
CV19_label_renamed_129.json,190,591,57,52,0
CV19_label_renamed_129.json,346,552,59,61,0
CV19_label_renamed_129.json,394,452,67,152,1
CV19_label_renamed_129.json,518,446,133,132,1
CV19_label_renamed_129.json,599,373,170,104,1
CV19_label_renamed_129.json,582,628,63,140,1
CV19_label_renamed_129.json,554,574,55,61,0
CV19_label_renamed_129.json,970,597,59,49,0
CV19_label_renamed_129.json,829,686,47,53,0
CV19_label_renamed_130.json,1011,474,111,138,2
CV19_label_renamed_130.json,1106,398,151,119,2
CV19_label_renamed_130.json,1221,602,123,147,2
CV19_label_renamed_130.json,878,262,51,52,0
CV19_label_renamed_130.json,1230,170,48,54,0
CV19_label_renamed_130.json,918,822,59,54,0
CV19_label_renamed_130.json,543,223,81,171,1
CV19_label_renamed_130.json,911,243,106,167,1
CV19_label_renamed_130.json,1118,258,95,139,1
CV19_label_renamed_131.json,583,155,146,118,2
CV19_label_renamed_131.json,818,666,153,122,2
CV19_label_renamed_131.json,545,580,134,123,2
CV19_label_renamed_131.json,891,313,187,92,1
CV19_label_renamed_131.json,1066,267,127,118,1
CV19_label_renamed_131.json,1100,142,164,105,1
CV19_label_renamed_131.json,1018,291,54,47,0
CV19_label_renamed_131.json,1137,388,51,53,0
CV19_label_renamed_131.json,1194,297,46,53,0
CV19_label_renamed_132.json,538,639,140,115,2
CV19_label_renamed_132.json,555,372,122,132,2
CV19_label_renamed_132.json,1044,370,120,142,2
CV19_label_renamed_132.json,729,424,184,121,1
CV19_label_renamed_132.json,843,346,152,141,1
CV19_label_renamed_132.json,931,320,157,79,1
CV19_label_renamed_132.json,859,143,46,45,0
CV19_label_renamed_132.json,1074,204,49,57,0
CV19_label_renamed_132.json,1098,245,56,52,0
CV19_label_renamed_133.json,679,460,118,153,2
CV19_label_renamed_133.json,762,161,130,116,2
CV19_label_renamed_133.json,884,153,128,103,2
CV19_label_renamed_133.json,1193,196,98,173,1
CV19_label_renamed_133.json,1093,614,90,195,1
CV19_label_renamed_133.json,1171,416,160,70,1
CV19_label_renamed_133.json,1251,537,54,54,0
CV19_label_renamed_133.json,1292,484,52,55,0
CV19_label_renamed_133.json,1219,489,46,42,0
CV19_label_renamed_135.json,652,332,148,128,2
CV19_label_renamed_135.json,800,337,127,112,2
CV19_label_renamed_135.json,962,310,138,109,2
CV19_label_renamed_135.json,690,595,167,87,1
CV19_label_renamed_135.json,834,547,115,182,1
CV19_label_renamed_135.json,987,532,115,179,1
CV19_label_renamed_135.json,883,496,56,57,0
CV19_label_renamed_135.json,1056,462,54,55,0
CV19_label_renamed_135.json,1102,375,51,55,0
CV19_label_renamed_136.json,811,350,136,129,2
CV19_label_renamed_136.json,955,397,132,111,2
CV19_label_renamed_136.json,746,141,139,109,2
CV19_label_renamed_136.json,953,263,50,47,0
CV19_label_renamed_136.json,1229,540,53,58,0
CV19_label_renamed_136.json,1319,414,53,52,0
CV19_label_renamed_136.json,1304,226,164,112,1
CV19_label_renamed_136.json,1157,174,134,139,1
CV19_label_renamed_136.json,1149,134,88,110,1
CV19_label_renamed_137.json,896,415,110,123,2
CV19_label_renamed_137.json,733,295,138,126,2
CV19_label_renamed_137.json,732,190,146,102,2
CV19_label_renamed_137.json,826,145,172,100,1
CV19_label_renamed_137.json,1024,456,115,174,1
CV19_label_renamed_137.json,1075,349,88,146,1
CV19_label_renamed_137.json,1194,453,52,53,0
CV19_label_renamed_137.json,1119,677,56,56,0
CV19_label_renamed_137.json,1349,782,61,56,0
CV19_label_renamed_138.json,674,536,133,130,2
CV19_label_renamed_138.json,731,357,124,143,2
CV19_label_renamed_138.json,839,330,130,131,2
CV19_label_renamed_138.json,1020,512,164,98,1
CV19_label_renamed_138.json,1229,651,178,136,1
CV19_label_renamed_138.json,1356,215,91,168,1
CV19_label_renamed_138.json,1389,493,53,51,0
CV19_label_renamed_138.json,1248,482,57,57,0
CV19_label_renamed_138.json,1438,392,51,48,0
CV19_label_renamed_139.json,618,408,130,134,2
CV19_label_renamed_139.json,575,205,141,121,2
CV19_label_renamed_139.json,1082,474,114,125,2
CV19_label_renamed_139.json,898,483,89,182,1
CV19_label_renamed_139.json,994,153,177,103,1
CV19_label_renamed_139.json,1143,108,158,71,1
CV19_label_renamed_139.json,997,791,55,57,0
CV19_label_renamed_139.json,883,438,53,56,0
CV19_label_renamed_139.json,1142,171,51,53,0
CV19_label_renamed_140.json,528,131,132,113,2
CV19_label_renamed_140.json,672,188,145,114,2
CV19_label_renamed_140.json,586,751,146,125,2
CV19_label_renamed_140.json,1135,561,133,137,1
CV19_label_renamed_140.json,1045,255,130,154,1
CV19_label_renamed_140.json,1153,265,119,155,1
CV19_label_renamed_140.json,1136,414,57,50,0
CV19_label_renamed_140.json,1266,264,47,49,0
CV19_label_renamed_140.json,1331,327,53,55,0
CV19_label_renamed_141.json,425,763,149,133,2
CV19_label_renamed_141.json,966,494,125,150,2
CV19_label_renamed_141.json,918,357,114,123,2
CV19_label_renamed_141.json,973,710,205,106,1
CV19_label_renamed_141.json,1018,629,188,102,1
CV19_label_renamed_141.json,1196,556,79,166,1
CV19_label_renamed_141.json,645,341,49,51,0
CV19_label_renamed_141.json,1071,429,55,51,0
CV19_label_renamed_141.json,1187,294,55,57,0
CV19_label_renamed_142.json,527,342,131,112,2
CV19_label_renamed_142.json,741,130,138,109,2
CV19_label_renamed_142.json,852,267,150,117,2
CV19_label_renamed_142.json,815,477,193,95,1
CV19_label_renamed_142.json,986,252,108,163,1
CV19_label_renamed_142.json,915,121,146,88,1
CV19_label_renamed_142.json,1053,477,49,48,0
CV19_label_renamed_142.json,1106,329,49,51,0
CV19_label_renamed_142.json,1055,333,51,43,0
CV19_label_renamed_143.json,767,676,147,150,2
CV19_label_renamed_143.json,819,263,105,118,2
CV19_label_renamed_143.json,907,154,133,116,2
CV19_label_renamed_143.json,907,119,178,78,1
CV19_label_renamed_143.json,1013,344,132,162,1
CV19_label_renamed_143.json,1170,461,168,73,1
CV19_label_renamed_143.json,956,668,58,56,0
CV19_label_renamed_143.json,886,581,52,59,0
CV19_label_renamed_143.json,904,534,59,52,0
CV19_label_renamed_144.json,869,596,50,54,0
CV19_label_renamed_144.json,781,592,52,51,0
CV19_label_renamed_144.json,809,552,46,49,0
CV19_label_renamed_144.json,1165,421,161,137,1
CV19_label_renamed_144.json,1113,393,157,127,1
CV19_label_renamed_144.json,1054,193,116,111,1
CV19_label_renamed_144.json,802,268,114,143,2
CV19_label_renamed_144.json,836,152,112,129,2
CV19_label_renamed_144.json,744,192,98,121,2
CV19_label_renamed_145.json,538,526,133,126,2
CV19_label_renamed_145.json,768,282,131,110,2
CV19_label_renamed_145.json,948,261,95,197,1
CV19_label_renamed_145.json,1054,606,167,106,1
CV19_label_renamed_145.json,1070,220,149,153,1
CV19_label_renamed_145.json,1302,143,54,51,0
CV19_label_renamed_145.json,1105,203,51,51,0
CV19_label_renamed_145.json,1019,344,51,54,0
CV19_label_renamed_145.json,907,615,52,58,0
CV19_label_renamed_145.json,1260,574,54,50,0
CV19_label_renamed_146.json,833,460,111,125,2
CV19_label_renamed_146.json,988,637,135,125,2
CV19_label_renamed_146.json,1173,596,206,167,1
CV19_label_renamed_146.json,1244,513,158,98,1
CV19_label_renamed_146.json,1176,393,201,81,1
CV19_label_renamed_146.json,1398,338,86,157,1
CV19_label_renamed_146.json,1412,532,51,53,0
CV19_label_renamed_146.json,1482,467,53,54,0
CV19_label_renamed_146.json,1209,219,53,51,0
CV19_label_renamed_146.json,1212,177,49,47,0
CV19_label_renamed_147.json,1138,708,149,126,2
CV19_label_renamed_147.json,943,538,131,120,2
CV19_label_renamed_147.json,870,302,119,121,2
CV19_label_renamed_147.json,750,203,104,130,2
CV19_label_renamed_147.json,1314,401,125,184,1
CV19_label_renamed_147.json,1225,272,140,105,1
CV19_label_renamed_147.json,1138,161,47,48,0
CV19_label_renamed_147.json,1240,157,48,47,0
CV19_label_renamed_147.json,1458,361,52,54,0
CV19_label_renamed_148.json,503,182,138,145,2
CV19_label_renamed_148.json,680,307,139,154,2
CV19_label_renamed_148.json,470,710,191,142,2
CV19_label_renamed_148.json,905,365,171,131,2
CV19_label_renamed_148.json,1067,296,141,164,2
CV19_label_renamed_149.json,428,46,134,154,2
CV19_label_renamed_149.json,637,272,143,168,2
CV19_label_renamed_149.json,396,425,160,133,2
CV19_label_renamed_149.json,953,769,188,144,2
CV19_label_renamed_150.json,362,389,161,135,2
CV19_label_renamed_150.json,688,855,163,135,2
CV19_label_renamed_150.json,1100,809,186,142,2
CV19_label_renamed_152.json,862,122,60,62,0
CV19_label_renamed_152.json,703,632,64,67,0
CV19_label_renamed_152.json,1141,757,60,60,0
CV19_label_renamed_152.json,1240,915,64,68,0
CV19_label_renamed_153.json,995,123,63,66,0
CV19_label_renamed_153.json,811,776,65,65,0
CV19_label_renamed_153.json,1079,908,68,64,0
CV19_label_renamed_153.json,1155,912,75,63,0
CV19_label_renamed_154.json,411,879,61,65,0
CV19_label_renamed_154.json,531,723,59,67,0
CV19_label_renamed_154.json,549,581,66,66,0
CV19_label_renamed_155.json,775,396,101,213,1
CV19_label_renamed_155.json,986,630,165,216,1
CV19_label_renamed_155.json,1229,483,194,128,1
CV19_label_renamed_155.json,1057,288,242,89,1
CV19_label_renamed_155.json,1250,102,198,198,1
CV19_label_renamed_156.json,885,874,231,129,1
CV19_label_renamed_156.json,1073,472,99,238,1
CV19_label_renamed_156.json,870,443,208,88,1
CV19_label_renamed_156.json,1031,135,204,180,1
CV19_label_renamed_157.json,854,757,205,184,1
CV19_label_renamed_157.json,1264,488,144,188,1
CV19_label_renamed_157.json,1178,238,97,240,1
CV19_label_renamed_158.json,965,28,149,139,2
CV19_label_renamed_158.json,1180,62,60,65,0
CV19_label_renamed_158.json,1134,294,65,63,0
CV19_label_renamed_158.json,1166,411,174,143,2
CV19_label_renamed_158.json,1253,498,187,130,1
CV19_label_renamed_158.json,1187,589,115,214,1
CV19_label_renamed_158.json,1309,720,67,64,0
CV19_label_renamed_158.json,1117,819,217,167,1
CV19_label_renamed_159.json,404,798,174,165,2
CV19_label_renamed_159.json,685,726,141,154,2
CV19_label_renamed_159.json,1030,721,171,152,2
CV19_label_renamed_159.json,491,554,62,61,0
CV19_label_renamed_159.json,929,599,78,61,0
CV19_label_renamed_159.json,981,147,244,125,1
CV19_label_renamed_159.json,1304,181,109,230,1
CV19_label_renamed_160.json,696,296,72,61,0
CV19_label_renamed_160.json,616,327,139,165,2
CV19_label_renamed_160.json,957,297,209,187,1
CV19_label_renamed_160.json,1228,427,202,108,1
CV19_label_renamed_160.json,1209,87,126,223,1
CV19_label_renamed_160.json,1272,795,61,63,0
CV19_label_renamed_160.json,746,895,65,60,0
CV19_label_renamed_160.json,1021,933,63,62,0
CV19_label_renamed_160.json,1125,948,67,64,0
CV19_label_renamed_161.json,563,304,146,163,2
CV19_label_renamed_161.json,499,591,66,63,0
CV19_label_renamed_161.json,727,447,202,193,1
CV19_label_renamed_161.json,741,261,93,235,1
CV19_label_renamed_161.json,1009,405,178,147,1
CV19_label_renamed_161.json,1243,405,62,64,0
CV19_label_renamed_161.json,1235,519,75,64,0
CV19_label_renamed_161.json,1063,693,62,66,0
CV19_label_renamed_161.json,1235,696,63,59,0
CV19_label_renamed_162.json,356,39,149,155,2
CV19_label_renamed_162.json,1160,51,166,133,2
CV19_label_renamed_162.json,1088,155,145,168,2
CV19_label_renamed_162.json,1144,718,213,120,1
CV19_label_renamed_162.json,1137,435,187,212,1
CV19_label_renamed_162.json,1046,341,238,105,1
CV19_label_renamed_162.json,1030,410,97,204,1
CV19_label_renamed_162.json,1283,213,72,67,0
CV19_label_renamed_163.json,1008,39,155,132,2
CV19_label_renamed_163.json,529,30,163,142,2
CV19_label_renamed_163.json,506,347,171,164,2
CV19_label_renamed_163.json,849,175,197,192,1
CV19_label_renamed_163.json,652,424,63,67,0
CV19_label_renamed_163.json,460,489,63,62,0
CV19_label_renamed_163.json,642,829,80,63,0
CV19_label_renamed_163.json,905,874,62,63,0
CV19_label_renamed_163.json,990,554,63,63,0
CV19_label_renamed_164.json,513,141,167,147,2
CV19_label_renamed_164.json,715,161,129,154,2
CV19_label_renamed_164.json,915,651,140,205,1
CV19_label_renamed_164.json,666,766,189,215,1
CV19_label_renamed_164.json,521,724,72,64,0
CV19_label_renamed_164.json,825,878,72,64,0
CV19_label_renamed_164.json,698,936,66,62,0
CV19_label_renamed_165.json,565,225,60,63,0
CV19_label_renamed_165.json,442,840,68,61,0
CV19_label_renamed_165.json,1145,965,61,60,0
CV19_label_renamed_165.json,1106,858,63,62,0
CV19_label_renamed_165.json,1330,385,87,202,1
CV19_label_renamed_165.json,523,722,181,162,2
CV19_label_renamed_165.json,970,736,158,170,2
CV19_label_renamed_166.json,530,90,142,175,2
CV19_label_renamed_166.json,1046,115,200,88,1
CV19_label_renamed_166.json,1071,478,193,143,1
CV19_label_renamed_166.json,1268,569,64,58,0
CV19_label_renamed_166.json,921,943,71,67,0
CV19_label_renamed_167.json,502,90,63,62,0
CV19_label_renamed_167.json,685,47,60,60,0
CV19_label_renamed_167.json,1137,243,75,60,0
CV19_label_renamed_167.json,1139,355,64,64,0
CV19_label_renamed_167.json,702,560,62,65,0
CV19_label_renamed_117.json,420,345,134,158,2
CV19_label_renamed_117.json,1051,287,125,201,1
CV19_label_renamed_117.json,1219,709,65,65,0
CV19_label_renamed_117.json,1190,774,68,73,0
CV19_label_renamed_134.json,636,134,117,123,2
CV19_label_renamed_134.json,963,120,127,105,2
CV19_label_renamed_134.json,808,544,135,154,2
CV19_label_renamed_134.json,1127,673,85,197,1
CV19_label_renamed_134.json,1184,598,160,94,1
CV19_label_renamed_134.json,1159,455,177,101,1
CV19_label_renamed_134.json,1159,411,58,53,0
CV19_label_renamed_134.json,1238,402,52,54,0
CV19_label_renamed_134.json,1280,270,54,47,0
CV19_label_renamed_151.json,435,371,63,59,0
CV19_label_renamed_151.json,694,497,63,65,0
CV19_label_renamed_151.json,952,828,71,65,0
CV19_label_renamed_151.json,1002,943,66,65,0
CV19_label_renamed_151.json,1298,706,62,61,0
CV19_label_renamed_168.json,528,34,166,159,2
CV19_label_renamed_168.json,422,206,169,123,2
CV19_label_renamed_168.json,339,633,157,139,2
CV19_label_renamed_185.json,742,592,114,118,2
CV19_label_renamed_185.json,1405,170,110,94,2
CV19_label_renamed_185.json,1114,632,41,54,0
CV19_label_renamed_185.json,1419,612,51,50,0
CV19_label_renamed_185.json,1323,804,49,50,0
CV19_label_renamed_185.json,903,391,140,102,1
CV19_label_renamed_185.json,1437,453,87,159,1
CV19_label_renamed_169.json,780,802,175,173,1
CV19_label_renamed_169.json,1156,556,239,109,1
CV19_label_renamed_169.json,1303,311,167,221,1
CV19_label_renamed_169.json,1144,295,204,101,1
CV19_label_renamed_170.json,826,58,165,143,2
CV19_label_renamed_170.json,1047,429,171,123,2
CV19_label_renamed_170.json,1278,179,64,62,0
CV19_label_renamed_170.json,1298,374,64,67,0
CV19_label_renamed_170.json,982,574,204,89,1
CV19_label_renamed_170.json,857,664,124,249,1
CV19_label_renamed_170.json,1229,631,93,242,1
CV19_label_renamed_171.json,617,248,153,93,1
CV19_label_renamed_171.json,557,471,55,54,0
CV19_label_renamed_171.json,972,529,130,147,2
CV19_label_renamed_172.json,1028,354,55,56,0
CV19_label_renamed_172.json,1027,237,67,52,0
CV19_label_renamed_172.json,826,446,79,188,1
CV19_label_renamed_172.json,568,442,107,138,2
CV19_label_renamed_172.json,699,598,181,96,1
CV19_label_renamed_172.json,609,758,197,139,1
CV19_label_renamed_172.json,642,898,52,52,0
CV19_label_renamed_173.json,384,468,179,157,1
CV19_label_renamed_173.json,585,462,158,114,2
CV19_label_renamed_173.json,747,701,186,99,1
CV19_label_renamed_173.json,1158,856,63,56,0
CV19_label_renamed_174.json,679,835,62,61,0
CV19_label_renamed_174.json,592,725,225,83,1
CV19_label_renamed_174.json,790,491,183,142,1
CV19_label_renamed_174.json,849,312,144,116,2
CV19_label_renamed_174.json,601,169,141,118,2
CV19_label_renamed_175.json,813,587,62,68,0
CV19_label_renamed_175.json,612,564,125,149,2
CV19_label_renamed_175.json,560,421,118,131,2
CV19_label_renamed_175.json,1238,583,61,64,0
CV19_label_renamed_176.json,287,445,63,61,0
CV19_label_renamed_176.json,540,229,49,63,0
CV19_label_renamed_176.json,645,557,52,57,0
CV19_label_renamed_176.json,920,441,53,56,0
